frequency (Hz),total pressure/forwards pressure,acoustic impedance at measurement point (z_total = z_ec + z_me)
1500.0,1.2199315811604539,(61000000-42932622.986218214j)
1503.5035035035035,1.2173594269653851,(61000000-42785246.882001504j)
1507.007007007007,1.2147859968327155,(61000000-42638445.8509658j)
1510.5105105105106,1.2122112941854557,(61000000-42492215.89160784j)
1514.014014014014,1.2096353224476506,(61000000-42346553.0394631j)
1517.5175175175175,1.2070580850452266,(61000000-42201453.3666782j)
1521.021021021021,1.2044795854068342,(61000000-42056912.98158923j)
1524.5245245245246,1.2018998269646843,(61000000-41912928.02830598j)
1528.028028028028,1.1993188131553798,(61000000-41769494.686301775j)
1531.5315315315315,1.1967365474207377,(61000000-41626609.17000901j)
1535.035035035035,1.194153033208613,(61000000-41484267.728420235j)
1538.5385385385384,1.19156827397371,(61000000-41342466.64469456j)
1542.042042042042,1.1889822731783934,(61000000-41201202.23576964j)
1545.5455455455456,1.1863950342934912,(61000000-41060470.85197877j)
1549.049049049049,1.1838065607990933,(61000000-40920268.8766732j)
1552.5525525525525,1.1812168561853489,(61000000-40780592.72584967j)
1556.0560560560561,1.1786259239532515,(61000000-40641438.847782806j)
1559.5595595595596,1.1760337676154284,(61000000-40502803.722662635j)
1563.063063063063,1.1734403906969184,(61000000-40364683.862236895j)
1566.5665665665665,1.170845796735949,(61000000-40227075.80945808j)
1570.07007007007,1.168249989284709,(61000000-40089976.1381354j)
1573.5735735735736,1.1656529719101147,(61000000-39953381.45259119j)
1577.077077077077,1.1630547481945768,(61000000-39817288.38732197j)
1580.5805805805805,1.1604553217367573,(61000000-39681693.60666417j)
1584.084084084084,1.1578546961523282,(61000000-39546593.8044639j)
1587.5875875875877,1.1552528750747237,(61000000-39411985.7037516j)
1591.0910910910911,1.1526498621558894,(61000000-39277866.05642051j)
1594.5945945945946,1.1500456610670295,(61000000-39144231.64290979j)
1598.098098098098,1.1474402754993487,(61000000-39011079.27189143j)
1601.6016016016015,1.1448337091647913,(61000000-38878405.77996156j)
1605.1051051051052,1.1422259657967815,(61000000-38746208.03133572j)
1608.6086086086086,1.1396170491509545,(61000000-38614482.917548j)
1612.112112112112,1.1370069630058885,(61000000-38483227.357154265j)
1615.6156156156155,1.134395711163836,(61000000-38352438.295439124j)
1619.1191191191192,1.1317832974514475,(61000000-38222112.70412673j)
1622.6226226226227,1.129169725720498,(61000000-38092247.58109548j)
1626.126126126126,1.12655499984861,(61000000-37962839.950096026j)
1629.6296296296296,1.12393912373997,(61000000-37833886.86047342j)
1633.133133133133,1.1213221013260528,(61000000-37705385.386892386j)
1636.6366366366367,1.118703936566334,(61000000-37577332.62906644j)
1640.1401401401401,1.1160846334490073,(61000000-37449725.71149027j)
1643.6436436436436,1.1134641959916975,(61000000-37322561.78317569j)
1647.147147147147,1.110842628242175,(61000000-37195838.017390855j)
1650.6506506506507,1.1082199342790655,(61000000-37069551.61140283j)
1654.1541541541542,1.1055961182125615,(61000000-36943699.78622353j)
1657.6576576576576,1.1029711841851328,(61000000-36818279.7863587j)
1661.161161161161,1.100345136372235,(61000000-36693288.879560165j)
