frequency (Hz),total pressure/forwards pressure,acoustic impedance at measurement point (z_total = z_ec + z_me)
1500.0,1.4610732497688619,(95000000+177837727.8968904j)
1503.5035035035035,1.4588063298138196,(95000000+178528135.11784303j)
1507.007007007007,1.4565321538814908,(95000000+179217903.67579168j)
1510.5105105105106,1.4542507619611231,(95000000+179907038.01471364j)
1514.014014014014,1.4519621935970837,(95000000+180595542.5374517j)
1517.5175175175175,1.4496664878959182,(95000000+181283421.60618913j)
1521.021021021021,1.4473636835333097,(95000000+181970679.54291818j)
1524.5245245245246,1.445053818760941,(95000000+182657320.62990144j)
1528.028028028028,1.4427369314132528,(95000000+183343349.1101276j)
1531.5315315315315,1.4404130589141042,(95000000+184028769.18776083j)
1535.035035035035,1.438082238283338,(95000000+184713585.02858335j)
1538.5385385385384,1.4357445061432446,(95000000+185397800.76043293j)
1542.042042042042,1.4333998987249321,(95000000+186081420.47363362j)
1545.5455455455456,1.4310484518745983,(95000000+186764448.22142094j)
1549.049049049049,1.4286902010597133,(95000000+187446888.02036163j)
1552.5525525525525,1.4263251813751021,(95000000+188128743.850767j)
1556.0560560560561,1.4239534275489387,(95000000+188810019.65710127j)
1559.5595595595596,1.4215749739486465,(95000000+189490719.34838414j)
1563.063063063063,1.4191898545867119,(95000000+190170846.7985881j)
1566.5665665665665,1.4167981031263983,(95000000+190850405.84703034j)
1570.07007007007,1.4143997528873864,(95000000+191529400.29875922j)
1573.5735735735736,1.4119948368513127,(95000000+192207833.92493615j)
1577.077077077077,1.4095833876672295,(95000000+192885710.4632115j)
1580.5805805805805,1.4071654376569782,(95000000+193563033.61809626j)
1584.084084084084,1.4047410188204754,(95000000+194239807.06132868j)
1587.5875875875877,1.4023101628409183,(95000000+194916034.4322355j)
1591.0910910910911,1.3998729010899065,(95000000+195591719.3380892j)
1594.5945945945946,1.3974292646324844,(95000000+196266865.35445967j)
1598.098098098098,1.394979284232099,(95000000+196941476.0255621j)
1601.6016016016015,1.3925229903554828,(95000000+197615554.86460003j)
1605.1051051051052,1.3900604131774588,(95000000+198289105.35410318j)
1608.6086086086086,1.387591582585666,(95000000+198962130.94626203j)
1612.112112112112,1.3851165281852074,(95000000+199634635.06325734j)
1615.6156156156155,1.38263527930323,(95000000+200306621.0975856j)
1619.1191191191192,1.3801478649934225,(95000000+200978092.41238007j)
1622.6226226226227,1.377654314040449,(95000000+201649052.34172764j)
1626.126126126126,1.3751546549643028,(95000000+202319504.19098225j)
1629.6296296296296,1.372648916024593,(95000000+202989451.2370731j)
1633.133133133133,1.3701371252247652,(95000000+203658896.72881013j)
1636.6366366366367,1.3676193103162466,(95000000+204327843.88718456j)
1640.1401401401401,1.3650954988025288,(95000000+204996295.9056661j)
1643.6436436436436,1.3625657179431805,(95000000+205664255.95049664j)
1647.147147147147,1.360029994757799,(95000000+206331727.16097924j)
1650.6506506506507,1.3574883560298912,(95000000+206998712.6497644j)
1654.1541541541542,1.3549408283106976,(95000000+207665215.50313216j)
1657.6576576576576,1.3523874379229484,(95000000+208331238.7812709j)
1661.161161161161,1.3498282109645596,(95000000+208996785.51855236j)
1664.6646646646645,1.3472631733122702,(95000000+209661858.72380328j)
1668.1681681681682,1.3446923506252184,(95000000+210326461.38057396j)
1671.6716716716717,1.3421157683484568,(95000000+210990596.44740263j)
1675.1751751751751,1.3395334517164144,(95000000+211654266.85807738j)
1678.6786786786788,1.3369454257562972,(95000000+212317475.5218945j)
1682.1821821821823,1.3343517152914357,(95000000+212980225.32391298j)
1685.6856856856857,1.3317523449445754,(95000000+213642519.1252071j)
1689.1891891891892,1.3291473391411144,(95000000+214304359.76311475j)
1692.6926926926926,1.3265367221122877,(95000000+214965750.05148298j)
1696.1961961961963,1.3239205178982958,(95000000+215626692.78091103j)
1699.6996996996997,1.3212987503513876,(95000000+216287190.7189893j)
1703.2032032032032,1.318671443138886,(95000000+216947246.61053678j)
1706.7067067067067,1.3160386197461684,(95000000+217606863.17783412j)
