frequency (Hz),total pressure/forwards pressure,acoustic impedance at measurement point (z_total = z_ec + z_me)
1500.0,1.3017268296225593,(110000000-41389778.62635644j)
1503.5035035035035,1.2993771285921816,(110000000-41221934.84366486j)
1507.007007007007,1.2970245577815787,(110000000-41054705.2942448j)
1510.5105105105106,1.2946691178460892,(110000000-40888085.704107285j)
1514.014014014014,1.2923108094966598,(110000000-40722071.83882423j)
1517.5175175175175,1.2899496334997362,(110000000-40556659.50307181j)
1521.021021021021,1.2875855906771507,(110000000-40391844.54017997j)
1524.5245245245246,1.2852186819060114,(110000000-40227622.83168844j)
1528.028028028028,1.2828489081185863,(110000000-40063990.2969086j)
1531.5315315315315,1.280476270302194,(110000000-39900942.89249141j)
1535.035035035035,1.2781007694990882,(110000000-39738476.61200142j)
1538.5385385385384,1.2757224068063429,(110000000-39576587.48549636j)
1542.042042042042,1.2733411833757409,(110000000-39415271.579112664j)
1545.5455455455456,1.2709571004136562,(110000000-39254524.99465651j)
1549.049049049049,1.2685701591809417,(110000000-39094343.86920042j)
1552.5525525525525,1.2661803609928142,(110000000-38934724.37468542j)
1556.0560560560561,1.2637877072187385,(110000000-38775662.71752843j)
1559.5595595595596,1.261392199282314,(110000000-38617155.13823505j)
1563.063063063063,1.2589938386611614,(110000000-38459197.91101756j)
1566.5665665665665,1.2565926268868042,(110000000-38301787.34341791j)
1570.07007007007,1.2541885655445597,(110000000-38144919.775935985j)
1573.5735735735736,1.2517816562734219,(110000000-37988591.58166257j)
1577.077077077077,1.2493719007659498,(110000000-37832799.16591744j)
1580.5805805805805,1.2469593007681534,(110000000-37677538.96589219j)
1584.084084084084,1.2445438580793817,(110000000-37522807.45029763j)
1587.5875875875877,1.2421255745522108,(110000000-37368601.11901618j)
1591.0910910910911,1.2397044520923326,(110000000-37214916.502758555j)
1594.5945945945946,1.237280492658443,(110000000-37061750.16272521j)
1598.098098098098,1.234853698262134,(110000000-36909098.69027198j)
1601.6016016016015,1.2324240709677814,(110000000-36756958.706580356j)
1605.1051051051052,1.22999161289244,(110000000-36605326.86233199j)
1608.6086086086086,1.2275563262057334,(110000000-36454199.83738739j)
1612.112112112112,1.2251182131297478,(110000000-36303574.34046891j)
1615.6156156156155,1.2226772759389262,(110000000-36153447.10884773j)
1619.1191191191192,1.2202335169599647,(110000000-36003814.90803505j)
1622.6226226226227,1.2177869385717075,(110000000-35854674.53147725j)
1626.126126126126,1.2153375432050462,(110000000-35706022.80025481j)
1629.6296296296296,1.2128853333428145,(110000000-35557856.56278544j)
1633.133133133133,1.2104303115196944,(110000000-35410172.6945307j)
1636.6366366366367,1.2079724803221108,(110000000-35262968.09770668j)
1640.1401401401401,1.2055118423881386,(110000000-35116239.70099815j)
1643.6436436436436,1.203048400407404,(110000000-34969984.45927643j)
1647.147147147147,1.2005821571209905,(110000000-34824199.353321046j)
1650.6506506506507,1.1981131153213456,(110000000-34678881.38954461j)
1654.1541541541542,1.195641277852189,(110000000-34534027.5997215j)
1657.6576576576576,1.1931666476084228,(110000000-34389635.04071976j)
1661.161161161161,1.1906892275360417,(110000000-34245700.794236496j)
1664.6646646646645,1.1882090206320461,(110000000-34102221.966536656j)
1668.1681681681682,1.1857260299443586,(110000000-33959195.68819494j)
1671.6716716716717,1.1832402585717376,(110000000-33816619.113841124j)
1675.1751751751751,1.1807517096636992,(110000000-33674489.42190855j)
1678.6786786786788,1.1782603864204326,(110000000-33532803.81438557j)
1682.1821821821823,1.1757662920927272,(110000000-33391559.5165705j)
1685.6856856856857,1.173269429981891,(110000000-33250753.776829142j)
1689.1891891891892,1.1707698034396814,(110000000-33110383.866355672j)
1692.6926926926926,1.16826741586823,(110000000-32970447.078936476j)
1696.1961961961963,1.1657622707199737,(110000000-32830940.73071665j)
1699.6996996996997,1.1632543714975874,(110000000-32691862.159969725j)
1703.2032032032032,1.1607437217539156,(110000000-32553208.72686996j)
1706.7067067067067,1.1582303250919117,(110000000-32414977.813267626j)
1710.2102102102103,1.155714185164576,(110000000-32277166.822466947j)
1713.7137137137138,1.1531953056748947,(110000000-32139773.179006826j)
1717.2172172172172,1.1506736903757868,(110000000-32002794.328444213j)
1720.7207207207207,1.148149343070047,(110000000-31866227.737140093j)
