frequency (Hz),total pressure/forwards pressure,acoustic impedance at measurement point (z_total = z_ec + z_me)
1500.0,1.2928224192499482,(103000000-50686635.438490555j)
1503.5035035035035,1.2904146881971914,(103000000-50545500.4055514j)
1507.007007007007,1.2880039970228834,(103000000-50404968.008472346j)
1510.5105105105106,1.285590347378569,(103000000-50265034.05396211j)
1514.014014014014,1.2831737409718704,(103000000-50125694.38754334j)
1517.5175175175175,1.280754179566378,(103000000-49986944.893104635j)
1521.021021021021,1.2783316649815464,(103000000-49848781.49245852j)
1524.5245245245246,1.2759061990925893,(103000000-49711200.14490584j)
1528.028028028028,1.2734777838303728,(103000000-49574196.84680597j)
1531.5315315315315,1.271046421181307,(103000000-49437767.631152794j)
1535.035035035035,1.2686121131872448,(103000000-49301908.56715689j)
1538.5385385385384,1.2661748619453697,(103000000-49166615.75983289j)
1542.042042042042,1.263734669608094,(103000000-49031885.34959301j)
1545.5455455455456,1.2612915383829506,(103000000-48897713.511845686j)
1549.049049049049,1.2588454705324872,(103000000-48764096.45659981j)
1552.5525525525525,1.2563964683741595,(103000000-48631030.42807445j)
1556.0560560560561,1.2539445342802291,(103000000-48498511.704313636j)
1559.5595595595596,1.2514896706776537,(103000000-48366536.59680643j)
1563.063063063063,1.249031880047987,(103000000-48235101.45011212j)
1566.5665665665665,1.2465711649272702,(103000000-48104202.641490445j)
1570.07007007007,1.2441075279059326,(103000000-47973836.5805367j)
1573.5735735735736,1.2416409716286858,(103000000-47843999.7088218j)
1577.077077077077,1.2391714987944213,(103000000-47714688.49953711j)
1580.5805805805805,1.2366991121561126,(103000000-47585899.45714401j)
1584.084084084084,1.2342238145207083,(103000000-47457629.11702801j)
1587.5875875875877,1.2317456087490377,(103000000-47329874.04515768j)
1591.0910910910911,1.2292644977557101,(103000000-47202630.83774778j)
1594.5945945945946,1.2267804845090151,(103000000-47075896.120927155j)
1598.098098098098,1.2242935720308294,(103000000-46949666.55041066j)
1601.6016016016015,1.2218037633965144,(103000000-46823938.81117566j)
1605.1051051051052,1.2193110617348306,(103000000-46698709.61714267j)
1608.6086086086086,1.2168154702278373,(103000000-46573975.71086018j)
1612.112112112112,1.214316992110801,(103000000-46449733.863193505j)
1615.6156156156155,1.2118156306721082,(103000000-46325980.87301784j)
1619.1191191191192,1.2093113892531715,(103000000-46202713.5669151j)
1622.6226226226227,1.2068042712483442,(103000000-46079928.798875034j)
